dcterms_spatial,dcterms_abstract,dc_subject,fedora_writable,dc_contributor,dc_identifier,fedora_lastModifiedBy,dcterms_type,dc_rights,dcterms_temporal,dc_description,ldp_contains,fedora_created,dc_format,dc_title,fedora_createdBy,dcterms_created,dc_publisher,fedora_hasParent,fedora_lastModified,files,dc_creator,dc_language
Texas|United States|College Station (Tex.),Detailed drawing of the front entrance of the Agricultural Engineering Building.,Depressions--1929--Texas|Design drawings|College Station (Tex.)--History--20th century|Texas A & M University--History-20th century|Scoates Hall|Architectural drawings,false,Texas A & M University. Cushing Memorial Library,,fedoraAdmin,Architectural drawings|StillImage,In copyright - Educational Use Permitted; For more information see:  http://rightsstatements.org/vocab/InC-EDU/1.0/,Depressions--1929|Nineteen thirties,"This item was part of an exhibit,  ""Texas A&M during the Great Depression,"" shown in Cushing Memorial Library from August 31, 2018 through February 22, 2019.; Cushing Memorial Library and Archives",https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/a-time-of-resolve-2020-09-22_objects/89/pages|https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/a-time-of-resolve-2020-09-22_objects/89/orderProxies,2020-09-23T01:37:20.088000+00:00,Reformatted digital,Detail of Front Entrance of Agricultural Engineering Building,fedoraAdmin,1932,Texas A & M University. Libraries,https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/a-time-of-resolve-2020-09-22_objects,2020-09-23T01:37:20.088000+00:00,https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/a-time-of-resolve-2020-09-22_objects/89/pages/page_0/files/atimeofresolve_0093_2019-03.jpg,,
Texas|United States|College Station (Tex.),"Detailed drawing showing the front elevation of the southwest corner, side elevation of the southeast corner, and the typical section through walls of classroom and office unit.",Texas A & M University--History-20th century|Scoates Hall|Architectural drawings|Depressions--1929--Texas|Design drawings|College Station (Tex.)--History--20th century,false,Texas A & M University. Cushing Memorial Library,,fedoraAdmin,Architectural drawings|StillImage,In copyright - Educational Use Permitted; For more information see:  http://rightsstatements.org/vocab/InC-EDU/1.0/,Depressions--1929|Nineteen thirties,"This item was part of an exhibit,  ""Texas A&M during the Great Depression,"" shown in Cushing Memorial Library from August 31, 2018 through February 22, 2019.; Cushing Memorial Library and Archives",https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/a-time-of-resolve-2020-09-22_objects/90/pages|https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/a-time-of-resolve-2020-09-22_objects/90/orderProxies,2020-09-23T01:38:50.633000+00:00,Reformatted digital,Drawings of Agricultural Engineering Building showing Exterior Details,fedoraAdmin,1932,Texas A & M University. Libraries,https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/a-time-of-resolve-2020-09-22_objects,2020-09-23T01:38:50.633000+00:00,https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/a-time-of-resolve-2020-09-22_objects/90/pages/page_0/files/atimeofresolve_0094_2019-03.jpg,,
United States|College Station (Tex.)|Texas,Detailed drawing of the typical wall sections of the Animal Industries Building.,Texas A & M University--History-20th century|Architectural drawings|Depressions--1929--Texas|Design drawings|College Station (Tex.)--History--20th century,false,Texas A & M University. Cushing Memorial Library,,fedoraAdmin,StillImage|Architectural drawings,In copyright - Educational Use Permitted; For more information see:  http://rightsstatements.org/vocab/InC-EDU/1.0/,Depressions--1929|Nineteen thirties,"This item was part of an exhibit,  ""Texas A&M during the Great Depression,"" shown in Cushing Memorial Library from August 31, 2018 through February 22, 2019.; Cushing Memorial Library and Archives",https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/a-time-of-resolve-2020-09-22_objects/93/orderProxies|https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/a-time-of-resolve-2020-09-22_objects/93/pages,2020-09-23T01:37:34.454000+00:00,Reformatted digital,Drawing Showing the Wall Sections of the Animal Industries Building,fedoraAdmin,1932,Texas A & M University. Libraries,https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/a-time-of-resolve-2020-09-22_objects,2020-09-23T01:37:34.454000+00:00,https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/a-time-of-resolve-2020-09-22_objects/93/pages/page_0/files/atimeofresolve_0097_2019-03.jpg,,
United States|College Station (Tex.)|Texas,Detailed drawing showing the design of the Main Entrance of the Animal Industries Building.,Architectural drawings|Depressions--1929--Texas|Design drawings|College Station (Tex.)--History--20th century|Texas A & M University--History-20th century,false,Texas A & M University. Cushing Memorial Library,,fedoraAdmin,Architectural drawings|StillImage,In copyright - Educational Use Permitted; For more information see:  http://rightsstatements.org/vocab/InC-EDU/1.0/,Depressions--1929|Nineteen thirties,"This item was part of an exhibit,  ""Texas A&M during the Great Depression,"" shown in Cushing Memorial Library from August 31, 2018 through February 22, 2019.; Cushing Memorial Library and Archives",https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/a-time-of-resolve-2020-09-22_objects/94/pages|https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/a-time-of-resolve-2020-09-22_objects/94/orderProxies,2020-09-23T01:37:33.435000+00:00,Reformatted digital,Drawing Showing the Details of the Main Entrance of the Animal Industries Building,fedoraAdmin,1932,Texas A & M University. Libraries,https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/a-time-of-resolve-2020-09-22_objects,2020-09-23T01:37:33.435000+00:00,https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/a-time-of-resolve-2020-09-22_objects/94/pages/page_0/files/atimeofresolve_0098_2019-03.jpg,,
Texas|United States|College Station (Tex.),Photo of the front entrance of the Animal Industries Building.,Depressions--1929--Texas|College Station (Tex.)--History--20th century|Texas A & M University--History-20th century|Architecture|Historic buildings,false,Texas A & M University. Cushing Memorial Library,Animal_Industries_10,fedoraAdmin,StillImage|Photographs,In copyright - Educational Use Permitted; For more information see:  http://rightsstatements.org/vocab/InC-EDU/1.0/,Depressions--1929,"Inscription on item: Animal Industries Building Photo # ; This item was part of an exhibit,  ""Texas A&M during the Great Depression,"" shown in Cushing Memorial Library from August 31, 2018 through February 22, 2019.; Cushing Memorial Library and Archives; Remstar #3",https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/a-time-of-resolve-2020-09-22_objects/13/orderProxies|https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/a-time-of-resolve-2020-09-22_objects/13/pages,2020-09-23T01:39:46.699000+00:00,Reformatted digital,Animal Industries Building,fedoraAdmin,,Texas A & M University. Libraries,https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/a-time-of-resolve-2020-09-22_objects,2020-09-23T01:39:46.699000+00:00,https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/a-time-of-resolve-2020-09-22_objects/13/pages/page_0/files/atimeofresolve_0027_2019-03.jpg,,
Texas|Kerr (Tex.)|United States,"Photo of Laura Oehler, 4-H club girl of Reservation, Kerr County, working on the dress she would wear to the National 4-H Club Encampment at Washington, D.C.","Sewing machines|College Station (Tex.)--History--20th century|Youth organizations|Texas A & M University--History-20th century|Portraits|Oehler, Laura|Depressions--1929--Texas|4-H clubs",false,Texas A & M University. Cushing Memorial Library,Check    Home_Demonstration_Clothing_Making_Box20-Folder69,fedoraAdmin,StillImage|Photographs,In copyright - Educational Use Permitted; For more information see:  http://rightsstatements.org/vocab/InC-EDU/1.0/,Depressions--1929|Nineteen thirties,"This item was part of an exhibit,  ""Texas A&M during the Great Depression,"" shown in Cushing Memorial Library from August 31, 2018 through February 22, 2019.; Cushing Memorial Library and Archives; Texas Extension Service Photos",https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/a-time-of-resolve-2020-09-22_objects/53/pages|https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/a-time-of-resolve-2020-09-22_objects/53/orderProxies,2020-09-23T01:38:24.700000+00:00,Reformatted digital,Laura Oehler working at sewing machine,fedoraAdmin,1937,Texas A & M University. Libraries,https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/a-time-of-resolve-2020-09-22_objects,2020-09-23T01:38:24.700000+00:00,https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/a-time-of-resolve-2020-09-22_objects/53/pages/page_0/files/atimeofresolve_0065_2019-03.jpg,,
Texas|United States|College Station (Tex.),"Photo of the main entrance to the Agricultural Engineering Buildings showing the cast stone detail, iron work, and light posts.",College Station (Tex.)--History--20th century|Architectural elements|Architecture--Details|Texas A & M University--History-20th century|Scoates Hall|Historic buildings|Depressions--1929--Texas,false,Texas A & M University. Cushing Memorial Library,Scoates_Hall_Main_Entrance_207-10-D5,fedoraAdmin,StillImage|Photographs,In copyright - Educational Use Permitted; For more information see:  http://rightsstatements.org/vocab/InC-EDU/1.0/,Depressions--1929,"This item was part of an exhibit,  ""Texas A&M during the Great Depression,"" shown in Cushing Memorial Library from August 31, 2018 through February 22, 2019.; Cushing Memorial Library and Archives; Daniels Scoates Papers",https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/a-time-of-resolve-2020-09-22_objects/57/pages|https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/a-time-of-resolve-2020-09-22_objects/57/orderProxies,2020-09-23T01:35:43.602000+00:00,Reformatted digital,Main entrance to the Agricultural Engineering Building,fedoraAdmin,,Texas A & M University. Libraries,https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/a-time-of-resolve-2020-09-22_objects,2020-09-23T01:35:43.602000+00:00,https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/a-time-of-resolve-2020-09-22_objects/57/pages/page_0/files/atimeofresolve_0070_2019-03.jpg,,
Texas|United States|College Station (Tex.),Drawing showing the cross sections of phase one of the Chemistry Building.,Depressions--1929--Texas|Design drawings|College Station (Tex.)--History--20th century|Texas A & M University--History-20th century|Architectural drawings,false,Texas A & M University. Cushing Memorial Library,,fedoraAdmin,Architectural drawings|StillImage,In copyright - Educational Use Permitted; For more information see:  http://rightsstatements.org/vocab/InC-EDU/1.0/,Depressions--1929|Nineteen thirties,"This item was part of an exhibit,  ""Texas A&M during the Great Depression,"" shown in Cushing Memorial Library from August 31, 2018 through February 22, 2019.; Cushing Memorial Library and Archives",https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/a-time-of-resolve-2020-09-22_objects/97/pages|https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/a-time-of-resolve-2020-09-22_objects/97/orderProxies,2020-09-23T01:38:39.052000+00:00,Reformatted digital,Section Drawings of One Unit of a Chemistry Building,fedoraAdmin,1928,Texas A & M University. Libraries,https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/a-time-of-resolve-2020-09-22_objects,2020-09-23T01:38:39.052000+00:00,https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/a-time-of-resolve-2020-09-22_objects/97/pages/page_0/files/atimeofresolve_0101_2019-03.jpg,,
Texas|United States|College Station (Tex.),Photo of Raiford Stripling.,"Depressions--1929--Texas|College Station (Tex.)--History--20th century|Stripling, Raiford Leak, 1910-1990|Texas A & M University--History-20th century|Portraits",false,Texas A & M University. Cushing Memorial Library,,fedoraAdmin,StillImage|Photographs,In copyright - Educational Use Permitted; For more information see:  http://rightsstatements.org/vocab/InC-EDU/1.0/,Depressions--1929,"This item was part of an exhibit,  ""Texas A&M during the Great Depression,"" shown in Cushing Memorial Library from August 31, 2018 through February 22, 2019.; Cushing Memorial Library and Archives; Samuel Charles Phelps Vosper Collection",https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/a-time-of-resolve-2020-09-22_objects/132/pages|https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/a-time-of-resolve-2020-09-22_objects/132/orderProxies,2020-09-23T01:35:43.349000+00:00,Reformatted digital,Raiford Stripling,fedoraAdmin,,Texas A & M University. Libraries,https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/a-time-of-resolve-2020-09-22_objects,2020-09-23T01:35:43.349000+00:00,https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/a-time-of-resolve-2020-09-22_objects/132/pages/page_0/files/atimeofresolve_0136_2019-03.jpg,,
Texas|United States|College Station (Tex.),Drawing showing the details of the doorways and cornerstone of Hart Hall.,Design drawings|College Station (Tex.)--History--20th century|Texas A & M University--History-20th century|Architectural drawings|Depressions--1929--Texas,false,Texas A & M University. Cushing Memorial Library,,fedoraAdmin,Architectural drawings|StillImage,In copyright - Educational Use Permitted; For more information see:  http://rightsstatements.org/vocab/InC-EDU/1.0/,Depressions--1929,"This item was part of an exhibit,  ""Texas A&M during the Great Depression,"" shown in Cushing Memorial Library from August 31, 2018 through February 22, 2019.; Cushing Memorial Library and Archives",https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/a-time-of-resolve-2020-09-22_objects/112/pages|https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/a-time-of-resolve-2020-09-22_objects/112/orderProxies,2020-09-23T01:38:54.068000+00:00,Reformatted digital,Drawing Showing Details of Doorways and the Cornerstone to Hart Hall,fedoraAdmin,,Texas A & M University. Libraries,https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/a-time-of-resolve-2020-09-22_objects,2020-09-23T01:38:54.068000+00:00,https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/a-time-of-resolve-2020-09-22_objects/112/pages/page_0/files/atimeofresolve_0116_2019-03.jpg,,
Texas|United States|College Station (Tex.),"Drawing showing the north, south, east, and west elevations of Walton Hall.",Design drawings|College Station (Tex.)--History--20th century|Texas A & M University--History-20th century|Architectural drawings|Depressions--1929--Texas,false,Texas A & M University. Cushing Memorial Library,,fedoraAdmin,Architectural drawings|StillImage,In copyright - Educational Use Permitted; For more information see:  http://rightsstatements.org/vocab/InC-EDU/1.0/,Depressions--1929,"This item was part of an exhibit,  ""Texas A&M during the Great Depression,"" shown in Cushing Memorial Library from August 31, 2018 through February 22, 2019.; Cushing Memorial Library and Archives",https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/a-time-of-resolve-2020-09-22_objects/113/pages|https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/a-time-of-resolve-2020-09-22_objects/113/orderProxies,2020-09-23T01:39:47.251000+00:00,Reformatted digital,"Drawing Showing the North, South, East and West Elevations of a Dormitory",fedoraAdmin,,Texas A & M University. Libraries,https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/a-time-of-resolve-2020-09-22_objects,2020-09-23T01:39:47.251000+00:00,https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/a-time-of-resolve-2020-09-22_objects/113/pages/page_0/files/atimeofresolve_0117_2019-03.jpg,,
United States|College Station (Tex.)|Texas,"Drawing showing the north, south, east, and west elevations of the Horse Barn.  Included in the east and west elevations are the additional stalls and units that were never built.",Architectural drawings|Depressions--1929--Texas|Design drawings|College Station (Tex.)--History--20th century|Texas A & M University--History-20th century,false,Texas A & M University. Cushing Memorial Library,,fedoraAdmin,StillImage|Architectural drawings,In copyright - Educational Use Permitted; For more information see:  http://rightsstatements.org/vocab/InC-EDU/1.0/,Depressions--1929|Nineteen thirties,"This item was part of an exhibit,  ""Texas A&M during the Great Depression,"" shown in Cushing Memorial Library from August 31, 2018 through February 22, 2019.; Cushing Memorial Library and Archives",https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/a-time-of-resolve-2020-09-22_objects/116/orderProxies|https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/a-time-of-resolve-2020-09-22_objects/116/pages,2020-11-11T14:41:48.569000+00:00,Reformatted digital,"Drawing Showing the North, South, East and West Elevations for the Horse Barn",fedoraAdmin,1932-10-05,Texas A & M University. Libraries,https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/a-time-of-resolve-2020-09-22_objects,2020-11-11T14:41:48.569000+00:00,https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/a-time-of-resolve-2020-09-22_objects/116/pages/page_0/files/atimeofresolve_0120_2019-03.jpg,"Vosper, Samuel Charles Phelps|Stripling, Raiford",
